"nvmax","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
85,0.292814770244703,0.844150763058677,0.222942287147712,0.00992049702475504,0.0112915306646121,0.00635859375976897
86,0.292256513053357,0.844751044575651,0.222515353943912,0.00992170467668374,0.0111011975208079,0.0064221993589639
87,0.291860125659766,0.84517594780054,0.222288721735044,0.00986774922454913,0.0110638396686676,0.00627523602628327
88,0.291424461725308,0.845619128469011,0.222041186397331,0.00991127812866442,0.0113736956945962,0.00634087065367675
89,0.291024624357616,0.846044069755906,0.221828301306498,0.0100226535916532,0.0114141642506761,0.00657142511290561
90,0.290642089851262,0.846457799856222,0.221506563468667,0.00985949720419827,0.0111228137131221,0.00642182707509368
91,0.290512149850367,0.846592830884977,0.221414403093149,0.00996867455953154,0.011202219449108,0.00656270035962605
92,0.290126614318616,0.846988745646849,0.221109280231221,0.00992670530277935,0.0112651365520408,0.00656792944578671
93,0.289841407060703,0.847301098592748,0.22087579532189,0.0099837226119319,0.0112087872908523,0.00663686054586294
94,0.289504394441072,0.847664065735264,0.220700330072158,0.0100164200266032,0.011157297781201,0.00662911331917936
95,0.289026687642729,0.84816926794647,0.220400085281562,0.010145179620936,0.0112831840514154,0.00675501107995042
96,0.288601372267411,0.848614671744617,0.220200472694065,0.0100806122226262,0.0111933076476374,0.00670559907047606
97,0.288164483137916,0.849078943358982,0.219875421428897,0.00994412895969801,0.0112590193948252,0.0065835948327676
98,0.287624732905753,0.849634708506144,0.21945440082046,0.0101576926545173,0.0114330844688916,0.00688676273284628
99,0.287390830557015,0.849870489957693,0.219139947982848,0.0102175681087278,0.0115621203263129,0.00691957230068623
100,0.286575354505478,0.850733633619056,0.218467597574085,0.00987838471008634,0.0110672231389051,0.00657446966684344
